交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2017/5/9,TXO,201707,10200,買權,29.5,41,27,27,1343,27,5706,27,28.5,41,10.5,,一般
2017/5/9,TXO,201707,10200,賣權,-,-,-,-,0,510,13,-,-,-,-,,一般
2017/5/9,TXO,201707,10400,買權,12,18,12,12,1101,12.5,3870,12,12.5,18,4.7,,一般
2017/5/9,TXO,201707,10400,賣權,-,-,-,-,0,700,0,-,-,-,-,,一般
2017/5/9,TXO,201707,10600,買權,6.2,8,5.7,5.7,267,6.3,931,1.3,6.6,8,2.8,,一般
2017/5/9,TXO,201707,10600,賣權,-,-,-,-,0,890,0,-,-,-,-,,一般
2017/5/9,TXO,201707,10800,買權,2.7,4,2.7,2.7,59,3.3,90,1,3.6,4,1.7,,一般
2017/5/9,TXO,201707,10800,賣權,-,-,-,-,0,1090,0,-,-,-,-,,一般
2017/5/9,TXO,201707,11000,買權,1.6,2,1.6,1.6,33,1.9,209,-,2,2,1,,一般
2017/5/9,TXO,201707,11000,賣權,-,-,-,-,0,1290,0,-,-,-,-,,一般
2017/5/9,TXO,201707,11200,買權,1,1.2,1,1,9,1.1,14,0.9,1.2,1.2,1,,一般
2017/5/9,TXO,201707,11200,賣權,-,-,-,-,0,1490,0,-,-,-,-,,一般
2017/5/9,TXO,201707,11400,買權,-,-,-,-,0,0.1,300,-,-,-,-,,一般
2017/5/9,TXO,201707,11400,賣權,-,-,-,-,0,1690,0,-,-,-,-,,一般
2017/5/9,TXO,201707,11600,買權,-,-,-,-,0,0.1,10,-,-,-,-,,一般
2017/5/9,TXO,201707,11600,賣權,-,-,-,-,0,1890,0,-,-,-,-,,一般
2017/5/9,TXO,201709,7200,買權,-,-,-,-,0,2300,25,-,-,-,-,,一般
2017/5/9,TXO,201709,7200,賣權,6.1,8.4,5.8,5.8,1194,7.7,6105,6.9,8.8,72,5.8,,一般
2017/5/9,TXO,201709,7400,買權,-,-,-,-,0,2100,0,-,-,-,-,,一般
2017/5/9,TXO,201709,7400,賣權,7.9,9.9,7.1,7.1,6,9.9,1709,8.2,795,92,7.1,,一般
2017/5/9,TXO,201709,7600,買權,-,-,-,-,0,1900,5,-,-,-,-,,一般
2017/5/9,TXO,201709,7600,賣權,9.5,11,9.5,9.5,94,11,1014,10,12,116,9.2,,一般
2017/5/9,TXO,201709,7800,買權,-,-,-,-,0,1710,5,-,-,-,-,,一般
2017/5/9,TXO,201709,7800,賣權,11.5,14.5,11,11,94,13.5,1995,13.5,14,148,11,,一般
2017/5/9,TXO,201709,8000,買權,-,-,-,-,0,1510,14,-,-,-,-,,一般
2017/5/9,TXO,201709,8000,賣權,16,18,14,14,171,17.5,1997,17,925,186,14,,一般
2017/5/9,TXO,201709,8200,買權,-,-,-,-,0,1320,2,-,-,-,-,,一般
2017/5/9,TXO,201709,8200,賣權,20.5,24,19.5,19.5,512,23,1841,22.5,114,236,19.5,,一般
2017/5/9,TXO,201709,8400,買權,-,-,-,-,0,1130,30,-,-,-,-,,一般
2017/5/9,TXO,201709,8400,賣權,28,33,27,27,250,32,2285,32,146,293,27,,一般
2017/5/9,TXO,201709,8600,買權,-,-,-,-,0,945,44,-,-,-,-,,一般
2017/5/9,TXO,201709,8600,賣權,42,47.5,38.5,38.5,238,47,1696,47,50,363,38.5,,一般
2017/5/9,TXO,201709,8800,買權,900,900,900,900,1,765,223,650,895,900,374,,一般
2017/5/9,TXO,201709,8800,賣權,63,70,57,57,556,70,2357,68,71,451,57,,一般
2017/5/9,TXO,201709,9000,買權,645,645,600,600,4,600,328,348,990,735,285,,一般
2017/5/9,TXO,201709,9000,賣權,94,104,86,86,336,104,1530,103,106,560,86,,一般
2017/5/9,TXO,201709,9200,買權,505,505,465,465,21,449,469,239,492,580,203,,一般
2017/5/9,TXO,201709,9200,賣權,137,154,130,130,190,151,1000,151,168,650,130,,一般
2017/5/9,TXO,201709,9400,買權,357,363,323,323,37,323,620,312,365,450,145,,一般
2017/5/9,TXO,201709,9400,賣權,202,225,189,189,54,222,903,222,225,715,189,,一般
2017/5/9,TXO,201709,9600,買權,236,251,213,213,74,215,1368,214,227,331,98,,一般
2017/5/9,TXO,201709,9600,賣權,293,313,275,275,170,316,493,281,323,870,251,,一般
2017/5/9,TXO,201709,9800,買權,143,163,135,135,65,138,2218,134,148,251,64,,一般
2017/5/9,TXO,201709,9800,賣權,401,423,388,388,8,438,322,215,775,815,388,,一般
2017/5/9,TXO,201709,10000,買權,87,100,82,82,160,83,3674,82,89,180,42,,一般
2017/5/9,TXO,201709,10000,賣權,525,525,525,525,3,585,79,351,755,1170,525,,一般
2017/5/9,TXO,201709,10400,買權,28.5,34.5,28.5,28.5,408,29,5971,27.5,29.5,90,15.5,,一般
2017/5/9,TXO,201709,10400,賣權,-,-,-,-,0,930,6,-,-,-,-,,一般
2017/5/9,TXO,201709,10800,買權,10,12.5,10,10,115,11,5055,10.5,12.5,41.5,6.7,,一般
2017/5/9,TXO,201709,10800,賣權,-,-,-,-,0,1310,4,-,-,-,-,,一般
2017/5/9,TXO,201709,11200,買權,5.8,5.8,5.4,5.4,4,5.6,2811,5.2,5.7,18,3.3,,一般
2017/5/9,TXO,201709,11200,賣權,-,-,-,-,0,1700,15,-,-,-,-,,一般
2017/5/9,TXO,201709,11600,買權,2.6,3,2.6,2.6,16,3,1582,2.5,398,9.9,1.6,,一般
2017/5/9,TXO,201709,11600,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般
2017/5/9,TXO,201709,12000,買權,1.4,2,1.4,1.4,86,1.6,2530,1.5,1.9,6.4,0.9,,一般
2017/5/9,TXO,201709,12000,賣權,-,-,-,-,0,2500,0,-,-,-,-,,一般
2017/5/9,TXO,201712,7600,買權,-,-,-,-,0,1880,0,-,-,-,-,,一般
2017/5/9,TXO,201712,7600,賣權,26,29.5,25,25,97,28,4381,28,29.5,62,25,,一般
2017/5/9,TXO,201712,7800,買權,-,-,-,-,0,1690,0,-,-,-,-,,一般
2017/5/9,TXO,201712,7800,賣權,33.5,40,32.5,32.5,117,38,1111,36.5,38.5,78,32.5,,一般
2017/5/9,TXO,201712,8000,買權,-,-,-,-,0,1500,0,-,-,-,-,,一般
2017/5/9,TXO,201712,8000,賣權,43.5,49.5,42,42,48,49.5,1469,47.5,50,97,42,,一般
2017/5/9,TXO,201712,8200,買權,-,-,-,-,0,1320,0,-,-,-,-,,一般
2017/5/9,TXO,201712,8200,賣權,58,64,56,56,47,64,1324,63,65,127,56,,一般
2017/5/9,TXO,201712,8400,買權,1200,1200,1160,1160,14,1140,38,1090,1380,1200,910,,一般
2017/5/9,TXO,201712,8400,賣權,75,85,74,74,31,85,1502,83,86,162,74,,一般
2017/5/9,TXO,201712,8600,買權,-,-,-,-,0,970,21,-,-,-,-,,一般
2017/5/9,TXO,201712,8600,賣權,102,113,98,98,238,111,1326,111,113,206,98,,一般
2017/5/9,TXO,201712,8800,買權,790,810,790,790,4,810,47,785,890,915,670,,一般
2017/5/9,TXO,201712,8800,賣權,140,150,133,133,113,149,937,149,190,268,133,,一般
2017/5/9,TXO,201712,9000,買權,710,710,675,675,4,660,110,423,1030,760,515,,一般
2017/5/9,TXO,201712,9000,賣權,180,198,176,176,20,198,989,197,200,332,176,,一般
2017/5/9,TXO,201712,9200,買權,530,530,525,525,13,525,59,510,575,630,405,,一般
2017/5/9,TXO,201712,9200,賣權,247,264,236,236,53,264,711,260,282,412,235,,一般
2017/5/9,TXO,201712,9400,買權,430,445,400,400,23,403,93,397,405,490,300,,一般
2017/5/9,TXO,201712,9400,賣權,329,342,305,305,44,341,240,339,342,500,305,,一般
2017/5/9,TXO,201712,9600,買權,321,336,295,295,17,301,226,292,340,400,216,,一般
2017/5/9,TXO,201712,9600,賣權,420,438,400,400,25,437,70,437,710,620,400,,一般
2017/5/9,TXO,201712,9800,買權,215,243,212,212,71,214,485,214,217,314,152,,一般
2017/5/9,TXO,201712,9800,賣權,540,550,505,505,16,550,172,545,1530,755,505,,一般
2017/5/9,TXO,201712,10000,買權,150,172,146,146,123,148,1899,145,151,233,100,,一般
2017/5/9,TXO,201712,10000,賣權,645,675,635,635,39,685,141,620,855,905,635,,一般
2017/5/9,TXO,201712,10400,買權,69,80,66,66,279,68,3746,66,68,124,42.5,,一般
2017/5/9,TXO,201712,10400,賣權,-,-,-,-,0,1000,20,-,-,-,-,,一般
2017/5/9,TXO,201712,10800,買權,29.5,34,29,29,289,29,3594,29,30.5,60,17.5,,一般
2017/5/9,TXO,201712,10800,賣權,-,-,-,-,0,1360,0,-,-,-,-,,一般
2017/5/9,TXO,201712,11200,買權,14,15.5,13.5,13.5,241,14,2739,13.5,14.5,29.5,9,,一般
2017/5/9,TXO,201712,11200,賣權,-,-,-,-,0,1740,0,-,-,-,-,,一般
2017/5/9,TXO,201712,11600,買權,6.2,8.2,6.2,6.2,236,8.1,1773,7.2,8.3,14,4.7,,一般
2017/5/9,TXO,201712,11600,賣權,-,-,-,-,0,2140,0,-,-,-,-,,一般
2017/5/9,TXO,201712,12000,買權,3.4,4.9,3.4,3.4,104,4.8,5775,3.6,4.9,8,2.1,,一般
2017/5/9,TXO,201712,12000,賣權,-,-,-,-,0,2530,0,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9200,買權,-,-,-,-,0,0,6,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9200,賣權,0.2,3.6,0.2,0.2,200,0,508,-,0.2,3.6,0.1,,一般
2017/5/10,TXO,201705W2,9300,買權,-,-,-,-,0,0,1,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9300,賣權,-,-,-,-,0,0,775,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9400,買權,-,-,-,-,0,0,2,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9400,賣權,-,-,-,-,0,0,996,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9500,買權,-,-,-,-,0,0,6,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9500,賣權,0.2,0.2,0.1,0.1,1020,0,4930,-,0.2,1.1,0.1,,一般
2017/5/10,TXO,201705W2,9600,買權,-,-,-,-,0,0,4,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9600,賣權,0.1,0.1,0.1,0.1,142,0,15203,-,0.2,1.8,0.1,,一般
2017/5/10,TXO,201705W2,9650,買權,-,-,-,-,0,0,7,-,-,-,-,,一般
2017/5/10,TXO,201705W2,9650,賣權,0.1,0.1,0.1,0.1,177,0,22611,-,0.2,2.6,0.1,,一般
2017/5/10,TXO,201705W2,9700,買權,237,248,237,237,18,0,19,252,256,263,195,,一般
2017/5/10,TXO,201705W2,9700,賣權,0.1,0.2,0.1,0.1,303,0,21704,-,0.1,4.3,0.1,,一般
2017/5/10,TXO,201705W2,9750,買權,192,214,184,184,111,0,95,202,203,242,148,,一般
2017/5/10,TXO,201705W2,9750,賣權,0.2,0.3,0.1,0.1,1170,0,23551,-,0.1,7,0.1,,一般
2017/5/10,TXO,201705W2,9800,買權,144,166,132,132,1245,0,417,151,153,198,101,,一般
2017/5/10,TXO,201705W2,9800,賣權,0.4,0.5,0.1,0.1,6065,0,22276,-,0.1,13,0.1,,一般
2017/5/10,TXO,201705W2,9850,買權,95,115,81,81,8973,0,4694,102,103,150,61,,一般
2017/5/10,TXO,201705W2,9850,賣權,1,1.2,0.1,0.1,16299,0,29334,-,0.1,24.5,0.1,,一般
2017/5/10,TXO,201705W2,9900,買權,46,66,29,29,70584,0,11756,52,53,101,23,,一般
2017/5/10,TXO,201705W2,9900,賣權,3.6,5.6,0.1,0.1,64362,0,43029,-,0.2,46,0.1,,一般
2017/5/10,TXO,201705W2,9950,買權,14,19.5,1.1,1.1,140595,0,24420,3.1,3.2,57,1.1,,一般
2017/5/10,TXO,201705W2,9950,賣權,20,25.5,0.1,0.1,111396,0,37229,0.1,0.2,78,0.1,,一般
2017/5/10,TXO,201705W2,10000,買權,3.5,3.5,0.1,0.1,37737,0,39409,-,0.1,32,0.1,,一般
2017/5/10,TXO,201705W2,10000,賣權,55,71,36.5,36.5,35502,0,3814,47,47.5,118,25,,一般
2017/5/10,TXO,201705W2,10100,買權,0.2,0.3,0.1,0.1,2944,0,41975,-,0.1,7.4,0.1,,一般
2017/5/10,TXO,201705W2,10100,賣權,164,169,135,135,3196,0,1121,147,148,209,104,,一般
2017/5/10,TXO,201705W2,10200,買權,0.2,0.2,0.1,0.1,652,0,17731,-,0.1,1.8,0.1,,一般
2017/5/10,TXO,201705W2,10200,賣權,262,262,236,236,60,0,81,247,248,294,205,,一般
2017/5/10,TXO,201705W2,10400,買權,0.1,0.1,0.1,0.1,102,0,2859,-,0.1,0.4,0.1,,一般
2017/5/10,TXO,201705W2,10400,賣權,462,462,446,446,21,0,4,444,448,494,408,,一般
2017/5/10,TXO,201705W2,10600,買權,0.1,0.1,0.1,0.1,22,0,21,-,0.1,0.3,0.1,,一般
2017/5/10,TXO,201705W2,10600,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
2017/5/10,TXO,201705W2,10800,買權,-,-,-,-,0,0,129,-,-,-,-,,一般
2017/5/10,TXO,201705W2,10800,賣權,-,-,-,-,0,0,23,-,-,-,-,,一般
2017/5/10,TXO,201705,8100,買權,-,-,-,-,0,1850,1,-,-,-,-,,一般
2017/5/10,TXO,201705,8100,賣權,0.2,0.2,0.2,0.2,1,0.1,4645,0.1,0.2,3.8,0.1,,一般
2017/5/10,TXO,201705,8200,買權,-,-,-,-,0,1750,2,-,-,-,-,,一般
2017/5/10,TXO,201705,8200,賣權,-,-,-,-,0,0.1,1869,-,-,-,-,,一般
2017/5/10,TXO,201705,8300,買權,-,-,-,-,0,1650,2,-,-,-,-,,一般
2017/5/10,TXO,201705,8300,賣權,-,-,-,-,0,0.1,2776,-,-,-,-,,一般
2017/5/10,TXO,201705,8400,買權,-,-,-,-,0,1550,3,-,-,-,-,,一般
2017/5/10,TXO,201705,8400,賣權,-,-,-,-,0,0.1,2316,-,-,-,-,,一般
2017/5/10,TXO,201705,8500,買權,-,-,-,-,0,1450,3,-,-,-,-,,一般
2017/5/10,TXO,201705,8500,賣權,0.1,0.2,0.1,0.1,34,0.2,3699,0.1,0.2,19,0.1,,一般
2017/5/10,TXO,201705,8600,買權,-,-,-,-,0,1350,54,-,-,-,-,,一般
2017/5/10,TXO,201705,8600,賣權,0.2,0.2,0.1,0.1,131,0.2,7585,0.1,0.2,24,0.1,,一般
2017/5/10,TXO,201705,8700,買權,-,-,-,-,0,1250,12,-,-,-,-,,一般
2017/5/10,TXO,201705,8700,賣權,0.3,0.3,0.2,0.2,253,0.3,24134,0.2,0.3,30.5,0.2,,一般
2017/5/10,TXO,201705,8800,買權,-,-,-,-,0,1150,61,-,-,-,-,,一般
2017/5/10,TXO,201705,8800,賣權,0.3,0.4,0.2,0.2,1088,0.4,20999,0.3,0.4,38,0.2,,一般
2017/5/10,TXO,201705,8900,買權,-,-,-,-,0,1050,13,-,-,-,-,,一般
2017/5/10,TXO,201705,8900,賣權,0.4,0.5,0.4,0.4,834,0.5,10487,0.4,0.5,48,0.4,,一般
2017/5/10,TXO,201705,9000,買權,-,-,-,-,0,950,20,-,-,-,-,,一般
2017/5/10,TXO,201705,9000,賣權,0.7,0.8,0.5,0.5,1190,0.7,12877,0.7,0.8,61,0.5,,一般
2017/5/10,TXO,201705,9100,買權,-,-,-,-,0,850,56,-,-,-,-,,一般
2017/5/10,TXO,201705,9100,賣權,1,1,0.7,0.7,1803,0.9,12737,0.8,0.9,77,0.7,,一般
2017/5/10,TXO,201705,9200,買權,-,-,-,-,0,750,91,-,-,-,-,,一般
2017/5/10,TXO,201705,9200,賣權,1.1,1.2,0.9,0.9,1994,1.1,18108,1,1.1,97,0.9,,一般
2017/5/10,TXO,201705,9300,買權,630,630,630,630,6,650,213,365,995,930,332,,一般
2017/5/10,TXO,201705,9300,賣權,1.5,1.6,1.3,1.3,3193,1.5,21077,1.5,1.6,122,1.2,,一般
2017/5/10,TXO,201705,9400,買權,535,555,530,530,27,550,564,545,695,585,254,,一般
2017/5/10,TXO,201705,9400,賣權,1.6,2.1,1.6,1.6,4170,1.9,26035,1.8,2,152,1.6,,一般
2017/5/10,TXO,201705,9500,買權,444,451,439,439,116,451,987,399,1270,495,183,,一般
2017/5/10,TXO,201705,9500,賣權,3,3.1,2.3,2.3,7129,2.5,37432,2.5,2.6,190,2.3,,一般
2017/5/10,TXO,201705,9600,買權,340,359,336,336,153,352,2492,345,360,411,122,,一般
2017/5/10,TXO,201705,9600,賣權,4,4.5,3.1,3.1,7727,3.7,40618,3.5,3.7,231,3.1,,一般
2017/5/10,TXO,201705,9650,買權,286,301,286,286,5,302,5,159,725,301,286,,一般
2017/5/10,TXO,201705,9650,賣權,6,6,3.7,3.7,5976,4.1,2714,4,4.2,6,3.7,,一般
2017/5/10,TXO,201705,9700,買權,238,262,224,224,485,254,10896,250,256,330,73,,一般
2017/5/10,TXO,201705,9700,賣權,7.4,7.8,5,5,9856,5.3,29635,5,5.3,278,5,,一般
2017/5/10,TXO,201705,9750,買權,190,206,189,189,23,204,23,203,206,206,189,,一般
2017/5/10,TXO,201705,9750,賣權,9.4,11,6.8,6.8,10628,7.1,4184,7,7.3,11,6.8,,一般
2017/5/10,TXO,201705,9800,買權,156,169,135,135,2655,160,16884,158,161,260,39,,一般
2017/5/10,TXO,201705,9800,賣權,15.5,17,10.5,10.5,20632,11.5,39795,11,11.5,347,10.5,,一般
2017/5/10,TXO,201705,9850,買權,135,135,95,95,4962,117,2703,116,117,135,95,,一般
2017/5/10,TXO,201705,9850,賣權,22.5,26.5,16.5,16.5,14020,18,7208,17.5,18,26.5,16.5,,一般
2017/5/10,TXO,201705,9900,買權,79,85,60,60,17655,80,34005,79,80,199,17.5,,一般
2017/5/10,TXO,201705,9900,賣權,38,43,27.5,27.5,28145,31,27047,30.5,31,390,25,,一般
2017/5/10,TXO,201705,9950,買權,48,54,35.5,35.5,17113,49.5,6393,49,49.5,54,35.5,,一般
2017/5/10,TXO,201705,9950,賣權,54,68,45.5,45.5,11585,52,5683,51,52,68,45.5,,一般
2017/5/10,TXO,201705,10000,買權,28,31,19.5,19.5,39209,28.5,57255,28.5,29,145,7.1,,一般
2017/5/10,TXO,201705,10000,賣權,86,102,74,74,10700,81,11442,80,81,482,61,,一般
2017/5/10,TXO,201705,10100,買權,9.1,9.1,5.5,5.5,20406,8.2,11083,8.1,8.3,9.1,5.5,,一般
2017/5/10,TXO,201705,10100,賣權,168,187,151,151,679,162,290,158,162,187,151,,一般
2017/5/10,TXO,201705,10200,買權,3.8,3.8,2.1,2.1,16109,2.6,68779,2.5,2.7,88,1.8,,一般
2017/5/10,TXO,201705,10200,賣權,274,275,246,246,505,258,1023,254,257,605,215,,一般
2017/5/10,TXO,201705,10400,買權,0.7,0.8,0.4,0.4,4183,0.7,21889,0.6,0.7,48,0.4,,一般
2017/5/10,TXO,201705,10400,賣權,458,462,458,458,22,452,166,449,455,780,409,,一般
2017/5/10,TXO,201705,10600,買權,0.3,0.3,0.2,0.2,122,0.3,5478,0.2,0.3,25.5,0.2,,一般
2017/5/10,TXO,201705,10600,賣權,-,-,-,-,0,650,23,-,-,-,-,,一般
2017/5/10,TXO,201705,10800,買權,0.2,0.2,0.2,0.2,31,0.2,2615,0.1,0.2,13.5,0.2,,一般
2017/5/10,TXO,201705,10800,賣權,-,-,-,-,0,850,13,-,-,-,-,,一般
2017/5/10,TXO,201705,11000,買權,-,-,-,-,0,0.2,1015,-,-,-,-,,一般
2017/5/10,TXO,201705,11000,賣權,-,-,-,-,0,1050,2,-,-,-,-,,一般
2017/5/10,TXO,201705,11200,買權,-,-,-,-,0,0.2,552,-,-,-,-,,一般
2017/5/10,TXO,201705,11200,賣權,-,-,-,-,0,1250,1,-,-,-,-,,一般
2017/5/10,TXO,201705,11400,買權,-,-,-,-,0,0.2,482,-,-,-,-,,一般
2017/5/10,TXO,201705,11400,賣權,-,-,-,-,0,1450,1,-,-,-,-,,一般
2017/5/10,TXO,201705,11600,買權,-,-,-,-,0,0.2,140,-,-,-,-,,一般
2017/5/10,TXO,201705,11600,賣權,-,-,-,-,0,1650,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7000,買權,-,-,-,-,0,2930,3,-,-,-,-,,一般
2017/5/10,TXO,201706,7000,賣權,0.3,0.3,0.3,0.3,15,0.3,8007,0.2,0.4,57,0.2,,一般
2017/5/10,TXO,201706,7100,買權,-,-,-,-,0,2830,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7100,賣權,0.3,0.3,0.3,0.3,40,0.3,662,0.2,0.4,3.2,0.3,,一般
2017/5/10,TXO,201706,7200,買權,-,-,-,-,0,2730,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7200,賣權,-,-,-,-,0,0.4,4755,-,-,-,-,,一般
2017/5/10,TXO,201706,7300,買權,-,-,-,-,0,2630,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7300,賣權,-,-,-,-,0,0.4,333,-,-,-,-,,一般
2017/5/10,TXO,201706,7400,買權,-,-,-,-,0,2530,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7400,賣權,0.6,0.6,0.6,0.6,16,0.6,2360,0.5,0.6,115,0.5,,一般
2017/5/10,TXO,201706,7500,買權,-,-,-,-,0,2430,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7500,賣權,0.7,0.7,0.7,0.7,10,0.6,328,0.5,0.7,5.2,0.7,,一般
2017/5/10,TXO,201706,7600,買權,-,-,-,-,0,2330,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7600,賣權,-,-,-,-,0,0.7,3368,-,-,-,-,,一般
2017/5/10,TXO,201706,7700,買權,-,-,-,-,0,2230,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7700,賣權,-,-,-,-,0,0.9,408,-,-,-,-,,一般
2017/5/10,TXO,201706,7800,買權,-,-,-,-,0,2130,10,-,-,-,-,,一般
2017/5/10,TXO,201706,7800,賣權,1,1.1,1,1,4,1.1,2941,1,1.1,173,1,,一般
2017/5/10,TXO,201706,7900,買權,-,-,-,-,0,2030,0,-,-,-,-,,一般
2017/5/10,TXO,201706,7900,賣權,-,-,-,-,0,1.3,434,-,-,-,-,,一般
2017/5/10,TXO,201706,8000,買權,-,-,-,-,0,1930,45,-,-,-,-,,一般
2017/5/10,TXO,201706,8000,賣權,1.5,1.6,1.5,1.5,639,1.6,5640,1.3,1.8,212,1.4,,一般
2017/5/10,TXO,201706,8100,買權,-,-,-,-,0,1830,1,-,-,-,-,,一般
2017/5/10,TXO,201706,8100,賣權,-,-,-,-,0,1.8,2114,-,-,-,-,,一般
2017/5/10,TXO,201706,8200,買權,-,-,-,-,0,1730,35,-,-,-,-,,一般
2017/5/10,TXO,201706,8200,賣權,2,2.1,2,2,61,2,4074,1.9,2,262,1.9,,一般
2017/5/10,TXO,201706,8300,買權,-,-,-,-,0,1640,6,-,-,-,-,,一般
2017/5/10,TXO,201706,8300,賣權,2.3,2.3,2.3,2.3,75,2.3,783,2.2,2.3,13,2.2,,一般
2017/5/10,TXO,201706,8400,買權,-,-,-,-,0,1540,44,-,-,-,-,,一般
2017/5/10,TXO,201706,8400,賣權,2.7,3,2.5,2.5,262,2.5,4186,2.5,2.6,285,2.4,,一般
2017/5/10,TXO,201706,8500,買權,-,-,-,-,0,1440,1,-,-,-,-,,一般
2017/5/10,TXO,201706,8500,賣權,3,3.3,3,3,53,3.1,1827,2.9,3.2,17,2.8,,一般
2017/5/10,TXO,201706,8600,買權,-,-,-,-,0,1340,69,-,-,-,-,,一般
2017/5/10,TXO,201706,8600,賣權,3.1,3.6,3.1,3.1,463,3.4,5413,3.4,3.6,370,3.1,,一般
2017/5/10,TXO,201706,8700,買權,-,-,-,-,0,1240,2,-,-,-,-,,一般
2017/5/10,TXO,201706,8700,賣權,3.8,4.1,3.8,3.8,334,4,2710,3.9,4.1,27,3.6,,一般
2017/5/10,TXO,201706,8800,買權,-,-,-,-,0,1140,188,-,-,-,-,,一般
2017/5/10,TXO,201706,8800,賣權,4.5,4.7,4.3,4.3,642,4.5,9553,4.4,4.5,475,4.2,,一般
2017/5/10,TXO,201706,8900,買權,-,-,-,-,0,1040,4,-,-,-,-,,一般
2017/5/10,TXO,201706,8900,賣權,5.1,5.5,5,5,102,5.1,3262,5.2,5.5,37,4.9,,一般
2017/5/10,TXO,201706,9000,買權,-,-,-,-,0,940,285,-,-,-,-,,一般
2017/5/10,TXO,201706,9000,賣權,12,12,5.7,5.7,431,6.2,9470,6.1,6.2,580,4.6,,一般
2017/5/10,TXO,201706,9100,買權,-,-,-,-,0,840,60,-,-,-,-,,一般
2017/5/10,TXO,201706,9100,賣權,7.5,8.1,6.9,6.9,472,7.3,4184,7,7.4,62,6.7,,一般
2017/5/10,TXO,201706,9200,買權,740,740,735,735,8,740,752,735,755,750,200,,一般
2017/5/10,TXO,201706,9200,賣權,9.7,9.9,8.6,8.6,1148,8.8,9441,8.7,8.8,660,8,,一般
2017/5/10,TXO,201706,9300,買權,635,635,625,625,10,645,61,374,1080,670,380,,一般
2017/5/10,TXO,201706,9300,賣權,12.5,13.5,11,11,1270,11.5,9844,11,11.5,100,10.5,,一般
2017/5/10,TXO,201706,9400,買權,520,555,520,520,18,550,1183,545,560,765,138,,一般
2017/5/10,TXO,201706,9400,賣權,18,19.5,15.5,15.5,1831,16,11829,15.5,16.5,720,14,,一般
2017/5/10,TXO,201706,9500,買權,456,462,443,443,92,460,674,448,468,474,236,,一般
2017/5/10,TXO,201706,9500,賣權,26,28,22.5,22.5,4204,23,11783,23,23.5,163,20.5,,一般
2017/5/10,TXO,201706,9600,買權,358,375,345,345,96,368,3272,364,371,436,92,,一般
2017/5/10,TXO,201706,9600,賣權,38.5,40.5,34,34,2857,35,12319,35,35.5,910,30,,一般
2017/5/10,TXO,201706,9700,買權,275,291,275,275,111,286,1135,281,290,364,126,,一般
2017/5/10,TXO,201706,9700,賣權,56,61,51,51,2468,52,9842,52,53,252,45,,一般
2017/5/10,TXO,201706,9800,買權,208,220,195,195,356,214,5983,214,216,302,60,,一般
2017/5/10,TXO,201706,9800,賣權,82,89,76,76,2298,79,11594,78,79,1040,66,,一般
2017/5/10,TXO,201706,9900,買權,149,154,135,135,909,150,4777,149,153,242,52,,一般
2017/5/10,TXO,201706,9900,賣權,120,127,112,112,1759,113,7644,113,116,376,99,,一般
2017/5/10,TXO,201706,10000,買權,95,103,87,87,2829,100,21488,99,102,207,32,,一般
2017/5/10,TXO,201706,10000,賣權,158,180,158,158,1121,166,2358,162,166,1030,144,,一般
2017/5/10,TXO,201706,10200,買權,36,39,31,31,5470,38.5,35505,38,38.5,110,11,,一般
2017/5/10,TXO,201706,10200,賣權,311,312,294,294,113,304,362,300,308,615,272,,一般
2017/5/10,TXO,201706,10400,買權,11,13.5,9.8,9.8,4021,12.5,25716,12.5,13,84,5,,一般
2017/5/10,TXO,201706,10400,賣權,490,490,475,475,10,475,125,475,484,1350,415,,一般
2017/5/10,TXO,201706,10600,買權,4,4.9,3.7,3.7,3598,4.8,10642,4.7,4.8,29,2.4,,一般
2017/5/10,TXO,201706,10600,賣權,-,-,-,-,0,670,24,-,-,-,-,,一般
2017/5/10,TXO,201706,10800,買權,1.8,2.3,1.8,1.8,540,2.3,7711,2.3,2.4,30,1.1,,一般
2017/5/10,TXO,201706,10800,賣權,-,-,-,-,0,870,16,-,-,-,-,,一般
2017/5/10,TXO,201706,11000,買權,1.1,1.2,1,1,45,1.2,1044,0.9,1.2,7.4,0.4,,一般
